Revenue Daily,Consumption (KWH)
28-Nov-2020,25281.38516
29-Nov-2020,25281.38516
30-Nov-2020,25281.38516
1-Dec-2020,28431.41349
2-Dec-2020,28431.41349
3-Dec-2020,28431.41349
4-Dec-2020,28431.41349
5-Dec-2020,28431.41349
6-Dec-2020,28431.41349
7-Dec-2020,28431.41349
8-Dec-2020,28431.41349
9-Dec-2020,28431.41349
10-Dec-2020,28431.41349
11-Dec-2020,28431.41349
12-Dec-2020,28431.41349
13-Dec-2020,28431.41349
14-Dec-2020,28431.41349
15-Dec-2020,28431.41349
16-Dec-2020,28431.41349
17-Dec-2020,28431.41349
18-Dec-2020,28431.41349
19-Dec-2020,28431.41349
20-Dec-2020,28431.41349
21-Dec-2020,28431.41349
22-Dec-2020,28431.41349
23-Dec-2020,28431.41349
24-Dec-2020,28431.41349
25-Dec-2020,28431.41349
26-Dec-2020,28431.41349
27-Dec-2020,28431.41349
28-Dec-2020,28431.41349
29-Dec-2020,28431.41349
30-Dec-2020,28431.41349
31-Dec-2020,28431.41349
1-Jan-2021,28390.41827
2-Jan-2021,28390.41827
3-Jan-2021,28390.41827
4-Jan-2021,28390.41827
5-Jan-2021,28390.41827
6-Jan-2021,28390.41827
7-Jan-2021,28390.41827
8-Jan-2021,28390.41827
9-Jan-2021,28390.41827
10-Jan-2021,28390.41827
11-Jan-2021,28390.41827
12-Jan-2021,28390.41827
13-Jan-2021,28390.41827
14-Jan-2021,28390.41827
15-Jan-2021,28390.41827
16-Jan-2021,28390.41827
17-Jan-2021,28390.41827
18-Jan-2021,28390.41827
19-Jan-2021,28390.41827
20-Jan-2021,28390.41827
21-Jan-2021,28390.41827
22-Jan-2021,28390.41827
23-Jan-2021,28390.41827
24-Jan-2021,28390.41827
25-Jan-2021,28390.41827
26-Jan-2021,28390.41827
27-Jan-2021,28390.41827
28-Jan-2021,28390.41827
29-Jan-2021,28390.41827
30-Jan-2021,28390.41827
31-Jan-2021,28390.41827
1-Feb-2021,25297.90577
2-Feb-2021,25297.90577
3-Feb-2021,25297.90577
4-Feb-2021,25297.90577
5-Feb-2021,25297.90577
6-Feb-2021,25297.90577
7-Feb-2021,25297.90577
8-Feb-2021,25297.90577
9-Feb-2021,25297.90577
10-Feb-2021,25297.90577
11-Feb-2021,25297.90577
12-Feb-2021,25297.90577
13-Feb-2021,25297.90577
14-Feb-2021,25297.90577
15-Feb-2021,25297.90577
16-Feb-2021,25297.90577
17-Feb-2021,25297.90577
18-Feb-2021,25297.90577
19-Feb-2021,25297.90577
20-Feb-2021,25297.90577
21-Feb-2021,25297.90577
22-Feb-2021,25297.90577
23-Feb-2021,25297.90577
24-Feb-2021,25297.90577
25-Feb-2021,25297.90577
26-Feb-2021,25297.90577
27-Feb-2021,25297.90577
28-Feb-2021,25297.90577
1-Mar-2021,23828.88203
2-Mar-2021,23828.88203
3-Mar-2021,23828.88203
4-Mar-2021,23828.88203
5-Mar-2021,23828.88203
6-Mar-2021,23828.88203
7-Mar-2021,23828.88203
8-Mar-2021,23828.88203
9-Mar-2021,23828.88203
10-Mar-2021,23828.88203
11-Mar-2021,23828.88203
12-Mar-2021,23828.88203
13-Mar-2021,23828.88203
14-Mar-2021,23828.88203
15-Mar-2021,23828.88203
16-Mar-2021,23828.88203
17-Mar-2021,23828.88203
18-Mar-2021,23828.88203
19-Mar-2021,23828.88203
20-Mar-2021,23828.88203
21-Mar-2021,23828.88203
22-Mar-2021,23828.88203
23-Mar-2021,23828.88203
24-Mar-2021,23828.88203
25-Mar-2021,23828.88203
26-Mar-2021,23828.88203
27-Mar-2021,23828.88203
28-Mar-2021,23828.88203
29-Mar-2021,23828.88203
30-Mar-2021,23828.88203
31-Mar-2021,23828.88203
1-Apr-2021,24523.94112
2-Apr-2021,24523.94112
3-Apr-2021,24523.94112
4-Apr-2021,24523.94112
5-Apr-2021,24523.94112
6-Apr-2021,24523.94112
7-Apr-2021,24523.94112
8-Apr-2021,24523.94112
9-Apr-2021,24523.94112
10-Apr-2021,24523.94112
11-Apr-2021,24523.94112
12-Apr-2021,24523.94112
13-Apr-2021,24523.94112
14-Apr-2021,24523.94112
15-Apr-2021,24523.94112
16-Apr-2021,24523.94112
17-Apr-2021,24523.94112
18-Apr-2021,24523.94112
19-Apr-2021,24523.94112
20-Apr-2021,24523.94112
21-Apr-2021,24523.94112
22-Apr-2021,24523.94112
23-Apr-2021,24523.94112
24-Apr-2021,24523.94112
25-Apr-2021,24523.94112
26-Apr-2021,24523.94112
27-Apr-2021,24523.94112
28-Apr-2021,24523.94112
29-Apr-2021,24523.94112
30-Apr-2021,24523.94112
1-May-2021,23180.82042
2-May-2021,23180.82042
3-May-2021,23180.82042
4-May-2021,23180.82042
5-May-2021,23180.82042
6-May-2021,23180.82042
7-May-2021,23180.82042
8-May-2021,23180.82042
9-May-2021,23180.82042
10-May-2021,23180.82042
11-May-2021,23180.82042
12-May-2021,23180.82042
13-May-2021,23180.82042
14-May-2021,23180.82042
15-May-2021,23180.82042
16-May-2021,23180.82042
17-May-2021,23180.82042
18-May-2021,23180.82042
19-May-2021,23180.82042
20-May-2021,23180.82042
21-May-2021,23180.82042
22-May-2021,23180.82042
23-May-2021,23180.82042
24-May-2021,23180.82042
25-May-2021,23180.82042
26-May-2021,23180.82042
27-May-2021,23180.82042
28-May-2021,23180.82042
29-May-2021,23180.82042
30-May-2021,23180.82042
31-May-2021,23180.82042
1-Jun-2021,29598.0246
2-Jun-2021,29598.0246
3-Jun-2021,29598.0246
4-Jun-2021,29598.0246
5-Jun-2021,29598.0246
6-Jun-2021,29598.0246
7-Jun-2021,29598.0246
8-Jun-2021,29598.0246
9-Jun-2021,29598.0246
10-Jun-2021,29598.0246
11-Jun-2021,29598.0246
12-Jun-2021,29598.0246
13-Jun-2021,29598.0246
14-Jun-2021,29598.0246
15-Jun-2021,29598.0246
16-Jun-2021,29598.0246
17-Jun-2021,29598.0246
18-Jun-2021,29598.0246
19-Jun-2021,29598.0246
20-Jun-2021,29598.0246
21-Jun-2021,29598.0246
22-Jun-2021,29598.0246
23-Jun-2021,29598.0246
24-Jun-2021,29598.0246
25-Jun-2021,29598.0246
26-Jun-2021,29598.0246
27-Jun-2021,29598.0246
28-Jun-2021,29598.0246
29-Jun-2021,29598.0246
30-Jun-2021,29598.0246
1-Jul-2021,36927.00615
2-Jul-2021,36927.00615
3-Jul-2021,36927.00615
4-Jul-2021,36927.00615
5-Jul-2021,36927.00615
6-Jul-2021,36927.00615
7-Jul-2021,36927.00615
8-Jul-2021,36927.00615
9-Jul-2021,36927.00615
10-Jul-2021,36927.00615
11-Jul-2021,36927.00615
12-Jul-2021,36927.00615
13-Jul-2021,36927.00615
14-Jul-2021,36927.00615
15-Jul-2021,36927.00615
16-Jul-2021,36927.00615
17-Jul-2021,36927.00615
18-Jul-2021,36927.00615
19-Jul-2021,36927.00615
20-Jul-2021,36927.00615
21-Jul-2021,36927.00615
22-Jul-2021,36927.00615
23-Jul-2021,36927.00615
24-Jul-2021,36927.00615
25-Jul-2021,36927.00615
26-Jul-2021,36927.00615
27-Jul-2021,36927.00615
28-Jul-2021,36927.00615
29-Jul-2021,36927.00615
30-Jul-2021,36927.00615
31-Jul-2021,36927.00615
1-Aug-2021,37567.40591
2-Aug-2021,37567.40591
3-Aug-2021,37567.40591
4-Aug-2021,37567.40591
5-Aug-2021,37567.40591
6-Aug-2021,37567.40591
7-Aug-2021,37567.40591
8-Aug-2021,37567.40591
9-Aug-2021,37567.40591
10-Aug-2021,37567.40591
11-Aug-2021,37567.40591
12-Aug-2021,37567.40591
13-Aug-2021,37567.40591
14-Aug-2021,37567.40591
15-Aug-2021,37567.40591
16-Aug-2021,37567.40591
17-Aug-2021,37567.40591
18-Aug-2021,37567.40591
19-Aug-2021,37567.40591
20-Aug-2021,37567.40591
21-Aug-2021,37567.40591
22-Aug-2021,37567.40591
23-Aug-2021,37567.40591
24-Aug-2021,37567.40591
25-Aug-2021,37567.40591
26-Aug-2021,37567.40591
27-Aug-2021,37567.40591
28-Aug-2021,37567.40591
29-Aug-2021,37567.40591
30-Aug-2021,37567.40591
31-Aug-2021,37567.40591
1-Sep-2021,33186.18049
2-Sep-2021,33186.18049
3-Sep-2021,33186.18049
4-Sep-2021,33186.18049
5-Sep-2021,33186.18049
6-Sep-2021,33186.18049
7-Sep-2021,33186.18049
8-Sep-2021,33186.18049
9-Sep-2021,33186.18049
10-Sep-2021,33186.18049
11-Sep-2021,33186.18049
12-Sep-2021,33186.18049
13-Sep-2021,33186.18049
14-Sep-2021,33186.18049
15-Sep-2021,33186.18049
16-Sep-2021,33186.18049
17-Sep-2021,33186.18049
18-Sep-2021,33186.18049
19-Sep-2021,33186.18049
20-Sep-2021,33186.18049
21-Sep-2021,33186.18049
22-Sep-2021,33186.18049
23-Sep-2021,33186.18049
24-Sep-2021,33186.18049
25-Sep-2021,33186.18049
26-Sep-2021,33186.18049
27-Sep-2021,33186.18049
28-Sep-2021,33186.18049
29-Sep-2021,33186.18049
30-Sep-2021,33186.18049
1-Oct-2021,25960.35578
2-Oct-2021,25960.35578
3-Oct-2021,25960.35578
4-Oct-2021,25960.35578
5-Oct-2021,25960.35578
6-Oct-2021,25960.35578
7-Oct-2021,25960.35578
8-Oct-2021,25960.35578
9-Oct-2021,25960.35578
10-Oct-2021,25960.35578
11-Oct-2021,25960.35578
12-Oct-2021,25960.35578
13-Oct-2021,25960.35578
14-Oct-2021,25960.35578
15-Oct-2021,25960.35578
16-Oct-2021,25960.35578
17-Oct-2021,25960.35578
18-Oct-2021,25960.35578
19-Oct-2021,25960.35578
20-Oct-2021,25960.35578
21-Oct-2021,25960.35578
22-Oct-2021,25960.35578
23-Oct-2021,25960.35578
24-Oct-2021,25960.35578
25-Oct-2021,25960.35578
26-Oct-2021,25960.35578
27-Oct-2021,25960.35578
28-Oct-2021,25960.35578
29-Oct-2021,25960.35578
30-Oct-2021,25960.35578
31-Oct-2021,25960.35578
1-Nov-2021,25986.35224
2-Nov-2021,25986.35224
3-Nov-2021,25986.35224
4-Nov-2021,25986.35224
5-Nov-2021,25986.35224
6-Nov-2021,25986.35224
7-Nov-2021,25986.35224
8-Nov-2021,25986.35224
9-Nov-2021,25986.35224
10-Nov-2021,25986.35224
11-Nov-2021,25986.35224
12-Nov-2021,25986.35224
13-Nov-2021,25986.35224
14-Nov-2021,25986.35224
15-Nov-2021,25986.35224
16-Nov-2021,25986.35224
17-Nov-2021,25986.35224
18-Nov-2021,25986.35224
19-Nov-2021,25986.35224
20-Nov-2021,25986.35224
21-Nov-2021,25986.35224
22-Nov-2021,25986.35224
23-Nov-2021,25986.35224
24-Nov-2021,25986.35224
25-Nov-2021,25986.35224
26-Nov-2021,25986.35224
27-Nov-2021,25986.35224
28-Nov-2021,25986.35224
29-Nov-2021,25986.35224
30-Nov-2021,25986.35224
1-Dec-2021,26110.54492
2-Dec-2021,26110.54492
3-Dec-2021,26110.54492
4-Dec-2021,26110.54492
5-Dec-2021,26110.54492
6-Dec-2021,26110.54492
7-Dec-2021,26110.54492
8-Dec-2021,26110.54492
9-Dec-2021,26110.54492
10-Dec-2021,26110.54492
11-Dec-2021,26110.54492
12-Dec-2021,26110.54492
13-Dec-2021,26110.54492
14-Dec-2021,26110.54492
15-Dec-2021,26110.54492
16-Dec-2021,26110.54492
17-Dec-2021,26110.54492
18-Dec-2021,26110.54492
19-Dec-2021,26110.54492
20-Dec-2021,26110.54492
21-Dec-2021,26110.54492
22-Dec-2021,26110.54492
23-Dec-2021,26110.54492
24-Dec-2021,26110.54492
25-Dec-2021,26110.54492
26-Dec-2021,26110.54492
27-Dec-2021,26110.54492
28-Dec-2021,26110.54492
29-Dec-2021,26110.54492
30-Dec-2021,26110.54492
31-Dec-2021,26110.54492
1-Jan-2022,27277.16637
2-Jan-2022,27277.16637
3-Jan-2022,27277.16637
4-Jan-2022,27277.16637
5-Jan-2022,27277.16637
6-Jan-2022,27277.16637
7-Jan-2022,27277.16637
8-Jan-2022,27277.16637
9-Jan-2022,27277.16637
10-Jan-2022,27277.16637
11-Jan-2022,27277.16637
12-Jan-2022,27277.16637
13-Jan-2022,27277.16637
14-Jan-2022,27277.16637
15-Jan-2022,27277.16637
16-Jan-2022,27277.16637
17-Jan-2022,27277.16637
18-Jan-2022,27277.16637
19-Jan-2022,27277.16637
20-Jan-2022,27277.16637
21-Jan-2022,27277.16637
22-Jan-2022,27277.16637
23-Jan-2022,27277.16637
24-Jan-2022,27277.16637
25-Jan-2022,27277.16637
26-Jan-2022,27277.16637
27-Jan-2022,27277.16637
28-Jan-2022,27277.16637
29-Jan-2022,27277.16637
30-Jan-2022,27277.16637
31-Jan-2022,27277.16637
